wavenumber,s1t1,s1t2,s1t3,s2t1,s2t2,s2t3,s3t1,s3t2,s3t3,s4t1,s4t2,s4t3,s5t1,s5t2,s5t3,s6t1,s6t2,s6t3,s7t1,s7t2,s7t3,s8t1,s8t2,s8t3,s9t1,s9t2,s9t3,s10t1,s10t2,s10t3,s11t1,s11t2,s11t3,s12t1,s12t2,s12t3,s13t1,s13t2,s13t3
3.996748E+02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
4.001569E+02,1.931197E-01,1.765026E-01,1.743783E-01,1.460365E-01,2.219194E-01,1.473410E-01,2.006540E-01,2.436502E-01,2.320767E-01,1.849792E-01,2.192706E-01,2.074996E-01,1.383785E-01,1.729949E-01,1.090991E-01,5.094302E-02,4.344871E-02,9.175631E-02,1.231583E-01,1.983293E-01,1.513621E-01,1.695668E-01,1.387431E-01,1.629021E-01,1.905021E-01,2.457159E-01,2.437965E-01,1.488475E-01,1.921990E-01,2.717670E-01,6.156131E-02,8.325674E-02,1.327319E-01,4.370722E-02,7.407054E-02,8.237565E-02,1.019952E-01,3.702331E-02,8.020744E-02
4.006390E+02,1.849076E-01,1.783027E-01,1.766949E-01,1.521627E-01,2.282229E-01,1.558553E-01,2.070275E-01,2.478160E-01,2.425133E-01,1.822378E-01,2.122472E-01,2.034288E-01,1.378147E-01,1.745827E-01,1.082697E-01,5.767065E-02,4.807002E-02,9.256796E-02,1.191505E-01,1.887940E-01,1.493985E-01,1.711192E-01,1.393548E-01,1.646999E-01,1.950170E-01,2.500298E-01,2.476651E-01,1.533808E-01,1.993282E-01,2.695483E-01,6.138110E-02,8.481370E-02,1.227801E-01,5.033604E-02,7.685617E-02,8.436264E-02,1.047397E-01,3.773176E-02,8.392692E-02
4.011211E+02,1.764330E-01,1.790662E-01,1.771754E-01,1.571727E-01,2.322638E-01,1.617147E-01,2.114924E-01,2.510378E-01,2.507554E-01,1.776003E-01,2.075341E-01,1.994700E-01,1.356156E-01,1.720557E-01,1.047063E-01,6.259891E-02,4.844627E-02,8.955717E-02,1.138743E-01,1.784397E-01,1.481751E-01,1.714314E-01,1.400658E-01,1.649056E-01,1.994084E-01,2.532861E-01,2.502081E-01,1.565550E-01,2.036769E-01,2.666687E-01,6.147037E-02,8.402043E-02,1.118492E-01,5.490196E-02,7.756355E-02,8.442690E-02,1.052801E-01,3.762100E-02,8.581424E-02
4.016032E+02,1.680170E-01,1.777070E-01,1.756807E-01,1.594833E-01,2.312793E-01,1.635842E-01,2.124972E-01,2.520573E-01,2.542008E-01,1.702013E-01,2.037024E-01,1.941150E-01,1.305344E-01,1.638218E-01,9.821551E-02,6.487219E-02,4.489928E-02,8.316921E-02,1.077719E-01,1.674022E-01,1.469548E-01,1.682712E-01,1.393938E-01,1.613836E-01,2.007334E-01,2.531331E-01,2.490757E-01,1.570006E-01,2.031258E-01,2.605612E-01,6.148835E-02,8.081102E-02,1.012810E-01,5.722547E-02,7.663266E-02,8.259368E-02,1.030187E-01,3.650050E-02,8.447560E-02
4.020854E+02,1.606507E-01,1.742515E-01,1.731854E-01,1.586518E-01,2.246896E-01,1.615533E-01,2.101457E-01,2.508502E-01,2.527381E-01,1.607178E-01,2.000677E-01,1.871698E-01,1.227577E-01,1.508389E-01,8.969928E-02,6.433226E-02,3.873729E-02,7.513011E-02,1.017408E-01,1.565403E-01,1.453006E-01,1.609281E-01,1.366253E-01,1.537558E-01,1.976702E-01,2.497500E-01,2.439393E-01,1.545481E-01,1.976807E-01,2.507534E-01,6.129516E-02,7.619064E-02,9.286309E-02,5.766331E-02,7.506752E-02,7.994420E-02,9.865408E-02,3.477700E-02,7.987136E-02
4.025675E+02,1.555720E-01,1.699701E-01,1.713319E-01,1.557714E-01,2.145780E-01,1.572624E-01,2.063297E-01,2.487182E-01,2.489573E-01,1.511974E-01,1.968964E-01,1.797475E-01,1.139888E-01,1.362702E-01,8.094099E-02,6.176975E-02,3.182616E-02,6.774458E-02,9.684350E-02,1.471430E-01,1.433118E-01,1.508174E-01,1.322369E-01,1.437711E-01,1.913196E-01,2.456482E-01,2.366856E-01,1.504073E-01,1.895499E-01,2.392457E-01,6.110358E-02,7.184661E-02,8.804884E-02,5.707917E-02,7.408512E-02,7.814673E-02,9.388027E-02,3.324796E-02,7.353213E-02
4.030496E+02,1.538473E-01,1.667553E-01,1.716991E-01,1.527507E-01,2.042283E-01,1.529479E-01,2.036619E-01,2.474710E-01,2.465244E-01,1.440198E-01,1.949834E-01,1.734845E-01,1.065495E-01,1.238003E-01,7.392168E-02,5.859180E-02,2.596905E-02,6.299887E-02,9.396031E-02,1.404151E-01,1.415113E-01,1.405971E-01,1.275246E-01,1.342548E-01,1.842488E-01,2.440035E-01,2.301393E-01,1.463923E-01,1.817476E-01,2.291671E-01,6.132260E-02,6.947009E-02,8.753701E-02,5.655506E-02,7.470697E-02,7.876049E-02,9.057508E-02,3.273213E-02,6.779771E-02
4.035317E+02,1.559111E-01,1.662065E-01,1.750236E-01,1.511526E-01,1.962210E-01,1.501809E-01,2.040360E-01,2.482490E-01,2.480429E-01,1.408043E-01,1.949635E-01,1.696193E-01,1.022255E-01,1.159208E-01,7.002361E-02,5.617527E-02,2.234180E-02,6.182548E-02,9.348006E-02,1.369652E-01,1.404762E-01,1.327631E-01,1.238377E-01,1.276336E-01,1.788915E-01,2.467331E-01,2.264106E-01,1.438126E-01,1.764294E-01,2.229865E-01,6.226561E-02,7.005265E-02,9.103873E-02,5.694632E-02,7.736423E-02,8.253333E-02,8.989742E-02,3.365374E-02,6.467518E-02
4.040138E+02,1.613778E-01,1.688710E-01,1.808853E-01,1.513218E-01,1.912466E-01,1.491409E-01,2.077246E-01,2.508453E-01,2.537796E-01,1.417345E-01,1.967863E-01,1.683969E-01,1.014816E-01,1.131092E-01,6.955389E-02,5.526494E-02,2.128807E-02,6.393789E-02,9.520464E-02,1.365936E-01,1.404511E-01,1.284759E-01,1.218551E-01,1.248430E-01,1.762432E-01,2.534930E-01,2.258612E-01,1.427711E-01,1.739743E-01,2.213150E-01,6.388903E-02,7.356569E-02,9.745906E-02,5.854524E-02,8.178073E-02,8.909786E-02,9.185693E-02,3.587132E-02,6.499697E-02
4.044959E+02,1.690426E-01,1.741754E-01,1.877955E-01,1.523842E-01,1.883285E-01,1.488274E-01,2.134322E-01,2.538128E-01,2.617492E-01,1.457126E-01,1.996687E-01,1.691776E-01,1.035767E-01,1.142740E-01,7.185850E-02,5.594252E-02,2.258318E-02,6.818288E-02,9.844338E-02,1.384185E-01,1.411956E-01,1.275274E-01,1.214749E-01,1.253944E-01,1.758275E-01,2.618119E-01,2.272122E-01,1.423078E-01,1.732633E-01,2.229580E-01,6.579045E-02,7.910220E-02,1.051134E-01,6.107490E-02,8.709906E-02,9.705326E-02,9.548007E-02,3.877656E-02,6.842908E-02
4.049781E+02,1.770032E-01,1.805284E-01,1.937062E-01,1.527600E-01,1.856050E-01,1.477482E-01,2.188637E-01,2.552137E-01,2.685983E-01,1.507173E-01,2.024075E-01,1.707837E-01,1.068953E-01,1.173637E-01,7.551825E-02,5.770349E-02,2.565080E-02,7.302685E-02,1.021798E-01,1.411171E-01,1.420185E-01,1.285367E-01,1.219194E-01,1.276275E-01,1.761065E-01,2.681074E-01,2.281937E-01,1.409703E-01,1.724223E-01,2.253970E-01,6.740890E-02,8.517637E-02,1.121466E-01,6.380198E-02,9.216916E-02,1.043388E-01,9.921917E-02,4.154588E-02,7.364628E-02
4.054602E+02,1.832459E-01,1.860224E-01,1.969690E-01,1.512075E-01,1.816439E-01,1.449679E-01,2.220270E-01,2.538603E-01,2.715413E-01,1.547297E-01,2.040505E-01,1.721462E-01,1.098045E-01,1.204577E-01,7.892743E-02,5.981728E-02,2.981147E-02,7.723062E-02,1.054329E-01,1.434119E-01,1.420849E-01,1.297258E-01,1.221964E-01,1.295796E-01,1.755246E-01,2.697286E-01,2.269187E-01,1.377882E-01,1.700084E-01,2.261064E-01,6.836598E-02,9.034856E-02,1.171835E-01,6.587566E-02,9.602119E-02,1.091302E-01,1.017187E-01,4.355492E-02,7.898732E-02
4.059423E+02,1.862071E-01,1.891433E-01,1.970438E-01,1.475759E-01,1.762483E-01,1.407091E-01,2.222157E-01,2.500698E-01,2.698295E-01,1.564751E-01,2.043995E-01,1.727770E-01,1.113593E-01,1.225659E-01,8.081545E-02,6.169469E-02,3.443106E-02,8.025610E-02,1.075172E-01,1.444349E-01,1.407700E-01,1.296604E-01,1.215449E-01,1.297452E-01,1.733105E-01,2.664313E-01,2.228859E-01,1.328647E-01,1.657529E-01,2.236223E-01,6.871369E-02,9.370217E-02,1.197245E-01,6.667677E-02,9.819436E-02,1.105412E-01,1.023569E-01,4.465898E-02,8.307970E-02
4.064244E+02,1.855130E-01,1.895805E-01,1.948011E-01,1.429854E-01,1.706065E-01,1.362652E-01,2.204500E-01,2.455445E-01,2.652422E-01,1.560482E-01,2.041409E-01,1.729950E-01,1.118219E-01,1.240835E-01,8.085720E-02,6.320110E-02,3.909429E-02,8.241831E-02,1.083505E-01,1.440951E-01,1.379969E-01,1.280254E-01,1.198461E-01,1.278451E-01,1.699379E-01,2.606096E-01,2.173611E-01,1.273510E-01,1.606618E-01,2.183603E-01,6.893227E-02,9.523360E-02,1.203141E-01,6.614737E-02,9.891780E-02,1.091323E-01,1.015265E-01,4.526021E-02,8.550085E-02
4.069065E+02,1.818652E-01,1.880732E-01,1.917723E-01,1.390010E-01,1.663229E-01,1.330696E-01,2.185381E-01,2.421733E-01,2.604842E-01,1.544629E-01,2.042749E-01,1.735258E-01,1.122519E-01,1.261633E-01,7.957111E-02,6.460193E-02,4.359756E-02,8.441041E-02,1.083242E-01,1.428725E-01,1.341766E-01,1.255001E-01,1.175028E-01,1.246190E-01,1.665307E-01,2.554134E-01,2.123587E-01,1.226130E-01,1.561331E-01,2.119083E-01,6.957936E-02,9.554629E-02,1.199920E-01,6.469706E-02,9.879125E-02,1.063413E-01,1.001551E-01,4.599568E-02,8.666520E-02
4.073886E+02,1.765136E-01,1.857840E-01,1.893328E-01,1.368676E-01,1.645490E-01,1.320231E-01,2.180132E-01,2.411288E-01,2.576256E-01,1.528821E-01,2.055438E-01,1.750188E-01,1.138486E-01,1.299052E-01,7.788628E-02,6.631282E-02,4.781631E-02,8.680709E-02,1.080315E-01,1.414417E-01,1.299717E-01,1.232084E-01,1.151476E-01,1.212275E-01,1.641305E-01,2.531570E-01,2.096347E-01,1.195842E-01,1.531726E-01,2.059992E-01,7.099935E-02,9.533391E-02,1.197061E-01,6.296808E-02,9.842531E-02,1.037152E-01,9.913011E-02,4.740609E-02,8.731559E-02
4.078708E+02,1.706352E-01,1.835509E-01,1.880830E-01,1.369070E-01,1.653687E-01,1.330540E-01,2.192666E-01,2.422947E-01,2.570423E-01,1.518975E-01,2.079879E-01,1.776150E-01,1.172246E-01,1.355791E-01,7.657930E-02,6.856684E-02,5.162377E-02,8.969390E-02,1.079611E-01,1.402857E-01,1.260140E-01,1.220111E-01,1.132896E-01,1.185735E-01,1.630798E-01,2.542354E-01,2.098294E-01,1.183396E-01,1.518909E-01,2.015891E-01,7.309750E-02,9.492140E-02,1.198503E-01,6.150908E-02,9.815124E-02,1.021871E-01,9.881379E-02,4.964441E-02,8.794204E-02
4.083529E+02,1.651366E-01,1.816019E-01,1.878583E-01,1.385745E-01,1.679003E-01,1.352993E-01,2.215516E-01,2.445432E-01,2.576596E-01,1.514139E-01,2.109797E-01,1.809009E-01,1.222053E-01,1.424754E-01,7.604595E-02,7.125332E-02,5.484395E-02,9.270309E-02,1.083732E-01,1.395871E-01,1.227864E-01,1.222137E-01,1.122026E-01,1.170765E-01,1.630275E-01,2.573701E-01,2.124461E-01,1.182682E-01,1.516707E-01,1.987855E-01,7.537764E-02,9.422882E-02,1.202818E-01,6.064428E-02,9.804331E-02,1.019544E-01,9.903608E-02,5.245792E-02,8.859593E-02
4.088350E+02,1.607384E-01,1.796427E-01,1.880477E-01,1.407579E-01,1.706582E-01,1.374991E-01,2.233717E-01,2.462603E-01,2.577110E-01,1.509228E-01,2.134947E-01,1.840668E-01,1.278919E-01,1.491365E-01,7.630948E-02,7.394383E-02,5.735246E-02,9.528465E-02,1.093098E-01,1.392925E-01,1.206573E-01,1.235740E-01,1.119797E-01,1.167720E-01,1.632504E-01,2.603100E-01,2.161181E-01,1.184508E-01,1.516157E-01,1.971803E-01,7.713642E-02,9.299881E-02,1.205544E-01,6.047351E-02,9.809821E-02,1.026386E-01,9.932514E-02,5.528967E-02,8.906040E-02
4.093171E+02,1.578980E-01,1.771924E-01,1.880660E-01,1.423929E-01,1.723780E-01,1.386956E-01,2.233622E-01,2.462947E-01,2.559781E-01,1.500031E-01,2.147152E-01,1.863372E-01,1.331255E-01,1.541607E-01,7.713056E-02,7.611282E-02,5.920411E-02,9.712166E-02,1.106267E-01,1.392193E-01,1.197837E-01,1.255029E-01,1.125723E-01,1.174522E-01,1.632051E-01,2.611826E-01,2.193070E-01,1.182357E-01,1.511586E-01,1.962953E-01,7.784031E-02,9.116239E-02,1.202853E-01,6.087297E-02,9.838063E-02,1.036097E-01,9.926326E-02,5.758120E-02,8.918151E-02
4.097992E+02,1.568578E-01,1.740118E-01,1.877554E-01,1.429909E-01,1.726146E-01,1.386662E-01,2.210722E-01,2.446092E-01,2.526862E-01,1.487534E-01,2.144548E-01,1.873747E-01,1.370008E-01,1.569385E-01,7.821548E-02,7.748489E-02,6.074160E-02,9.839924E-02,1.121354E-01,1.392690E-01,1.201730E-01,1.274923E-01,1.139352E-01,1.189259E-01,1.629785E-01,2.595772E-01,2.210909E-01,1.175727E-01,1.504279E-01,1.960406E-01,7.742921E-02,8.909461E-02,1.194874E-01,6.164795E-02,9.912749E-02,1.043774E-01,9.885943E-02,5.908215E-02,8.923864E-02
4.102813E+02,1.574933E-01,1.702952E-01,1.874027E-01,1.428118E-01,1.719103E-01,1.379522E-01,2.171245E-01,2.421776E-01,2.492922E-01,1.478123E-01,2.131964E-01,1.873474E-01,1.393122E-01,1.580426E-01,7.937145E-02,7.820326E-02,6.243639E-02,9.970064E-02,1.136238E-01,1.393758E-01,1.215945E-01,1.293456E-01,1.159679E-01,1.210381E-01,1.632315E-01,2.567550E-01,2.214846E-01,1.170203E-01,1.501439E-01,1.966959E-01,7.634250E-02,8.752497E-02,1.185450E-01,6.257050E-02,1.005860E-01,1.048238E-01,9.847149E-02,5.995473E-02,8.986587E-02
4.107635E+02,1.593424E-01,1.665496E-01,1.874119E-01,1.424683E-01,1.711807E-01,1.372921E-01,2.126161E-01,2.401344E-01,2.473430E-01,1.479014E-01,2.116244E-01,1.866763E-01,1.404427E-01,1.586716E-01,8.053469E-02,7.871743E-02,6.461196E-02,1.015611E-01,1.149332E-01,1.394974E-01,1.236677E-01,1.312159E-01,1.184992E-01,1.236422E-01,1.646918E-01,2.545789E-01,2.211832E-01,1.172454E-01,1.510043E-01,1.985861E-01,7.520457E-02,8.712700E-02,1.179264E-01,6.349131E-02,1.028198E-01,1.051867E-01,9.853397E-02,6.060908E-02,9.165850E-02
4.112456E+02,1.616568E-01,1.633183E-01,1.879304E-01,1.424244E-01,1.710160E-01,1.370784E-01,2.084340E-01,2.390715E-01,2.475836E-01,1.494078E-01,2.101194E-01,1.856269E-01,1.409115E-01,1.598829E-01,8.164751E-02,7.954070E-02,6.728937E-02,1.041209E-01,1.159440E-01,1.395283E-01,1.259262E-01,1.333636E-01,1.212325E-01,1.264446E-01,1.676822E-01,2.544297E-01,2.209300E-01,1.185807E-01,1.532265E-01,2.017092E-01,7.453267E-02,8.824249E-02,1.179234E-01,6.432407E-02,1.056013E-01,1.058246E-01,9.926555E-02,6.145923E-02,9.481940E-02
4.117277E+02,1.636049E-01,1.609298E-01,1.886095E-01,1.425928E-01,1.711504E-01,1.370606E-01,2.047911E-01,2.386359E-01,2.494573E-01,1.520523E-01,2.085051E-01,1.840844E-01,1.409370E-01,1.619370E-01,8.254495E-02,8.093771E-02,7.012317E-02,1.069524E-01,1.165791E-01,1.392924E-01,1.279138E-01,1.358542E-01,1.237431E-01,1.289518E-01,1.717913E-01,2.564246E-01,2.209565E-01,1.207445E-01,1.562767E-01,2.054800E-01,7.450482E-02,9.069195E-02,1.184724E-01,6.503030E-02,1.084388E-01,1.069633E-01,1.004821E-01,6.265643E-02,9.890732E-02
4.122098E+02,1.645255E-01,1.594436E-01,1.887662E-01,1.424250E-01,1.706367E-01,1.365788E-01,2.013915E-01,2.378761E-01,2.515485E-01,1.550023E-01,2.062616E-01,1.816934E-01,1.403532E-01,1.642798E-01,8.296412E-02,8.281102E-02,7.257521E-02,1.092846E-01,1.168436E-01,1.386602E-01,1.293031E-01,1.384361E-01,1.256132E-01,1.306107E-01,1.760312E-01,2.595238E-01,2.209322E-01,1.229949E-01,1.591135E-01,2.088856E-01,7.501668E-02,9.388899E-02,1.192446E-01,6.560713E-02,1.107991E-01,1.085937E-01,1.017146E-01,6.407739E-02,1.029789E-01
4.126919E+02,1.640573E-01,1.587212E-01,1.876328E-01,1.412002E-01,1.682563E-01,1.349571E-01,1.978483E-01,2.357710E-01,2.522271E-01,1.570742E-01,2.028956E-01,1.781441E-01,1.388138E-01,1.658486E-01,8.260101E-02,8.470697E-02,7.406712E-02,1.102676E-01,1.168381E-01,1.376510E-01,1.299103E-01,1.405522E-01,1.265079E-01,1.309622E-01,1.790961E-01,2.620009E-01,2.202388E-01,1.243737E-01,1.605409E-01,2.107145E-01,7.580072E-02,9.695607E-02,1.198003E-01,6.606296E-02,1.122626E-01,1.104797E-01,1.023676E-01,6.536980E-02,1.058147E-01
4.131740E+02,1.623861E-01,1.585668E-01,1.849112E-01,1.385859E-01,1.634014E-01,1.321097E-01,1.941777E-01,2.320399E-01,2.507852E-01,1.573683E-01,1.984653E-01,1.736028E-01,1.362270E-01,1.658133E-01,8.136373E-02,8.604661E-02,7.432474E-02,1.095240E-01,1.167729E-01,1.365630E-01,1.298274E-01,1.416552E-01,1.264285E-01,1.300164E-01,1.800787E-01,2.624538E-01,2.185427E-01,1.242948E-01,1.599185E-01,2.102456E-01,7.663934E-02,9.912403E-02,1.198870E-01,6.645273E-02,1.128122E-01,1.123003E-01,1.021001E-01,6.620046E-02,1.065994E-01
4.136562E+02,1.601728E-01,1.588472E-01,1.810303E-01,1.349210E-01,1.565818E-01,1.287345E-01,1.909302E-01,2.274118E-01,2.479346E-01,1.557458E-01,1.937135E-01,1.688131E-01,1.329975E-01,1.641319E-01,7.949052E-02,8.640901E-02,7.352287E-02,1.073833E-01,1.168813E-01,1.358870E-01,1.293865E-01,1.415381E-01,1.257529E-01,1.283513E-01,1.789710E-01,2.605795E-01,2.161592E-01,1.228925E-01,1.575499E-01,2.076625E-01,7.746544E-02,1.000448E-01,1.195807E-01,6.687319E-02,1.128407E-01,1.138074E-01,1.010129E-01,6.643786E-02,1.053982E-01
4.141383E+02,1.583042E-01,1.595370E-01,1.770396E-01,1.311283E-01,1.493413E-01,1.260694E-01,1.889695E-01,2.233358E-01,2.455060E-01,1.529155E-01,1.898081E-01,1.648735E-01,1.299730E-01,1.616411E-01,7.753151E-02,8.574314E-02,7.222181E-02,1.047553E-01,1.172912E-01,1.361273E-01,1.290587E-01,1.405005E-01,1.251262E-01,1.269478E-01,1.766769E-01,2.572903E-01,2.140241E-01,1.210083E-01,1.545789E-01,2.040251E-01,7.834864E-02,9.990487E-02,1.192505E-01,6.744388E-02,1.129748E-01,1.149008E-01,9.961983E-02,6.623447E-02,1.032018E-01
4.146204E+02,1.574191E-01,1.606851E-01,1.740179E-01,1.281362E-01,1.433975E-01,1.251709E-01,1.888746E-01,2.210556E-01,2.452309E-01,1.499849E-01,1.876667E-01,1.626689E-01,1.279831E-01,1.595123E-01,7.606024E-02,8.437552E-02,7.103825E-02,1.025778E-01,1.179117E-01,1.374962E-01,1.292156E-01,1.391919E-01,1.251044E-01,1.266700E-01,1.744186E-01,2.539914E-01,2.131344E-01,1.197053E-01,1.522917E-01,2.006505E-01,7.937969E-02,9.924756E-02,1.193063E-01,6.824891E-02,1.136758E-01,1.156169E-01,9.851276E-02,6.590713E-02,1.013495E-01
4.151025E+02,1.576956E-01,1.623256E-01,1.726229E-01,1.264145E-01,1.399406E-01,1.264598E-01,1.906064E-01,2.210260E-01,2.478741E-01,1.478713E-01,1.875934E-01,1.625558E-01,1.274650E-01,1.585981E-01,7.544122E-02,8.279976E-02,7.035936E-02,1.013932E-01,1.184511E-01,1.398215E-01,1.300083E-01,1.382711E-01,1.259492E-01,1.279426E-01,1.730820E-01,2.517012E-01,2.140348E-01,1.197678E-01,1.515038E-01,1.984989E-01,8.054048E-02,9.863079E-02,1.199625E-01,6.931638E-02,1.150249E-01,1.160148E-01,9.806640E-02,6.575213E-02,1.008683E-01
4.155846E+02,1.588598E-01,1.644004E-01,1.728868E-01,1.258103E-01,1.393520E-01,1.295912E-01,1.934520E-01,2.227349E-01,2.528719E-01,1.469813E-01,1.891895E-01,1.642996E-01,1.283280E-01,1.590847E-01,7.571488E-02,8.146029E-02,7.023751E-02,1.012064E-01,1.185256E-01,1.425797E-01,1.313456E-01,1.381446E-01,1.275464E-01,1.306554E-01,1.728652E-01,2.505766E-01,2.165451E-01,1.214646E-01,1.523161E-01,1.979262E-01,8.166631E-02,9.837772E-02,1.211477E-01,7.061269E-02,1.166977E-01,1.160752E-01,9.829607E-02,6.590374E-02,1.021034E-01
4.160667E+02,1.604002E-01,1.667508E-01,1.743190E-01,1.257128E-01,1.412731E-01,1.336890E-01,1.963445E-01,2.250381E-01,2.586677E-01,1.471687E-01,1.916179E-01,1.672679E-01,1.300813E-01,1.605232E-01,7.663286E-02,8.061152E-02,7.046805E-02,1.016559E-01,1.178602E-01,1.451082E-01,1.329827E-01,1.388353E-01,1.295207E-01,1.343143E-01,1.733208E-01,2.499922E-01,2.198511E-01,1.245650E-01,1.542246E-01,1.987277E-01,8.252580E-02,9.850179E-02,1.225711E-01,7.208226E-02,1.181689E-01,1.157096E-01,9.893820E-02,6.630880E-02,1.046840E-01
4.165489E+02,1.617587E-01,1.691140E-01,1.760774E-01,1.253344E-01,1.448762E-01,1.376093E-01,1.981461E-01,2.265186E-01,2.631578E-01,1.479530E-01,1.938457E-01,1.706044E-01,1.320323E-01,1.620987E-01,7.777701E-02,8.033898E-02,7.074112E-02,1.022837E-01,1.164365E-01,1.467266E-01,1.345947E-01,1.400332E-01,1.313400E-01,1.382090E-01,1.736422E-01,2.489323E-01,2.226781E-01,1.284798E-01,1.563862E-01,2.003965E-01,8.292053E-02,9.879778E-02,1.238559E-01,7.366446E-02,1.189068E-01,1.148398E-01,9.959269E-02,6.678928E-02,1.077230E-01
4.170310E+02,1.625434E-01,1.711460E-01,1.772310E-01,1.241172E-01,1.491074E-01,1.403266E-01,1.981471E-01,2.260742E-01,2.645456E-01,1.487727E-01,1.949957E-01,1.734218E-01,1.335642E-01,1.630294E-01,7.871532E-02,8.062484E-02,7.082275E-02,1.028434E-01,1.146399E-01,1.469493E-01,1.358667E-01,1.411839E-01,1.324650E-01,1.416183E-01,1.730547E-01,2.465869E-01,2.237040E-01,1.324206E-01,1.579634E-01,2.023567E-01,8.280609E-02,9.899200E-02,1.247148E-01,7.530366E-02,1.186250E-01,1.135363E-01,9.993406E-02,6.714966E-02,1.101476E-01
4.175131E+02,1.626943E-01,1.725163E-01,1.771158E-01,1.220770E-01,1.530228E-01,1.413745E-01,1.964415E-01,2.234608E-01,2.622804E-01,1.492777E-01,1.946904E-01,1.750651E-01,1.344123E-01,1.630103E-01,7.919408E-02,8.142284E-02,7.069823E-02,1.034830E-01,1.131930E-01,1.456873E-01,1.365950E-01,1.417097E-01,1.325227E-01,1.440411E-01,1.712689E-01,2.428965E-01,2.221595E-01,1.356314E-01,1.585053E-01,2.041787E-01,8.234665E-02,9.891444E-02,1.251012E-01,7.694113E-02,1.174410E-01,1.120960E-01,9.987755E-02,6.728078E-02,1.112213E-01
4.179952E+02,1.624680E-01,1.729459E-01,1.755470E-01,1.199113E-01,1.559054E-01,1.410285E-01,1.940202E-01,2.194835E-01,2.575131E-01,1.494066E-01,1.931955E-01,1.751951E-01,1.347212E-01,1.623843E-01,7.924597E-02,8.269512E-02,7.059488E-02,1.047012E-01,1.129752E-01,1.433343E-01,1.367250E-01,1.411643E-01,1.313950E-01,1.452522E-01,1.686797E-01,2.387180E-01,2.182303E-01,1.374650E-01,1.580786E-01,2.055388E-01,8.186273E-02,9.859101E-02,1.252307E-01,7.847490E-02,1.158696E-01,1.110544E-01,9.962783E-02,6.721603E-02,1.108809E-01
4.184773E+02,1.622519E-01,1.723256E-01,1.729433E-01,1.186347E-01,1.574428E-01,1.401543E-01,1.922521E-01,2.155756E-01,2.525374E-01,1.493176E-01,1.912458E-01,1.738813E-01,1.348895E-01,1.619269E-01,7.916437E-02,8.440518E-02,7.083492E-02,1.069664E-01,1.144877E-01,1.406120E-01,1.363518E-01,1.394812E-01,1.292667E-01,1.453113E-01,1.661946E-01,2.353248E-01,2.131061E-01,1.375703E-01,1.571857E-01,2.061715E-01,8.159797E-02,9.822731E-02,1.254137E-01,7.972849E-02,1.145205E-01,1.109033E-01,9.953119E-02,6.709061E-02,1.098625E-01
4.189594E+02,1.622396E-01,1.707526E-01,1.700441E-01,1.189052E-01,1.576671E-01,1.395840E-01,1.920012E-01,2.128497E-01,2.492659E-01,1.491037E-01,1.895416E-01,1.714517E-01,1.351780E-01,1.622041E-01,7.927329E-02,8.648563E-02,7.160445E-02,1.102699E-01,1.174777E-01,1.381819E-01,1.356548E-01,1.369895E-01,1.265219E-01,1.443903E-01,1.646014E-01,2.334652E-01,2.082419E-01,1.359560E-01,1.563308E-01,2.058077E-01,8.153540E-02,9.805024E-02,1.257829E-01,8.051483E-02,1.137102E-01,1.117871E-01,9.981567E-02,6.702403E-02,1.091738E-01
4.194416E+02,1.623009E-01,1.685064E-01,1.675163E-01,1.206226E-01,1.567539E-01,1.396605E-01,1.931606E-01,2.115102E-01,2.482315E-01,1.485992E-01,1.883897E-01,1.683108E-01,1.354739E-01,1.631332E-01,7.968199E-02,8.877381E-02,7.284201E-02,1.140004E-01,1.210063E-01,1.363696E-01,1.348012E-01,1.342336E-01,1.235884E-01,1.426534E-01,1.641158E-01,2.328134E-01,2.046017E-01,1.329090E-01,1.556811E-01,2.041988E-01,8.139978E-02,9.814722E-02,1.261543E-01,8.071417E-02,1.133153E-01,1.133949E-01,1.004340E-01,6.702901E-02,1.094740E-01
4.199237E+02,1.621162E-01,1.659480E-01,1.656645E-01,1.230782E-01,1.548932E-01,1.401408E-01,1.948717E-01,2.109316E-01,2.485315E-01,1.474877E-01,1.876629E-01,1.648090E-01,1.354043E-01,1.640523E-01,8.022952E-02,9.106521E-02,7.432911E-02,1.173166E-01,1.240277E-01,1.351246E-01,1.338976E-01,1.316949E-01,1.208303E-01,1.402554E-01,1.643346E-01,2.322716E-01,2.022484E-01,1.289015E-01,1.550501E-01,2.013521E-01,8.093029E-02,9.843540E-02,1.261698E-01,8.037813E-02,1.129997E-01,1.151854E-01,1.011596E-01,6.704502E-02,1.106878E-01
