wavenumber,s1t1,s1t2,s1t3,s2t1,s2t2,s2t3,s3t1,s3t2,s3t3,s4t1,s4t2,s4t3,s5t1,s5t2,s5t3,s6t1,s6t2,s6t3,s7t1,s7t2,s7t3,s8t1,s8t2,s8t3,s9t1,s9t2,s9t3,s10t1,s10t2,s10t3,s11t1,s11t2,s11t3,s12t1,s12t2,s12t3,s13t1,s13t2,s13t3
4.498149E+02,1.538926E-01,1.617118E-01,1.792230E-01,1.218756E-01,1.219759E-01,1.352134E-01,1.813248E-01,2.061773E-01,2.409895E-01,1.359338E-01,1.781499E-01,1.522831E-01,1.233391E-01,1.515211E-01,7.644427E-02,1.125100E-01,1.029120E-01,1.350848E-01,1.393952E-01,1.356013E-01,1.206969E-01,1.271701E-01,1.202412E-01,1.330869E-01,1.588814E-01,2.162701E-01,1.920853E-01,1.083429E-01,1.309043E-01,1.729889E-01,9.942941E-02,1.106236E-01,1.265780E-01,1.046287E-01,1.342711E-01,1.402996E-01,1.119980E-01,8.563401E-02,1.244329E-01
4.502970E+02,1.536427E-01,1.613611E-01,1.789884E-01,1.209616E-01,1.216284E-01,1.345105E-01,1.813648E-01,2.059320E-01,2.412696E-01,1.354286E-01,1.771990E-01,1.521281E-01,1.231256E-01,1.511293E-01,7.570501E-02,1.118229E-01,1.025884E-01,1.350657E-01,1.389740E-01,1.351653E-01,1.205726E-01,1.267073E-01,1.196712E-01,1.320906E-01,1.587575E-01,2.161229E-01,1.924726E-01,1.081252E-01,1.309162E-01,1.731322E-01,9.957770E-02,1.102409E-01,1.266747E-01,1.048543E-01,1.336652E-01,1.401466E-01,1.112840E-01,8.505726E-02,1.236966E-01
4.507791E+02,1.532983E-01,1.606015E-01,1.786344E-01,1.204340E-01,1.211996E-01,1.337508E-01,1.810399E-01,2.057053E-01,2.412295E-01,1.348422E-01,1.764442E-01,1.520349E-01,1.230789E-01,1.506854E-01,7.492717E-02,1.108832E-01,1.023176E-01,1.351015E-01,1.383797E-01,1.347014E-01,1.204149E-01,1.261778E-01,1.191741E-01,1.310642E-01,1.585602E-01,2.156662E-01,1.927356E-01,1.079868E-01,1.307802E-01,1.731444E-01,9.962203E-02,1.097924E-01,1.265876E-01,1.048821E-01,1.330803E-01,1.397437E-01,1.107566E-01,8.432449E-02,1.231938E-01
4.512613E+02,1.527991E-01,1.594923E-01,1.781782E-01,1.202184E-01,1.205733E-01,1.329295E-01,1.802975E-01,2.054804E-01,2.407864E-01,1.342147E-01,1.758509E-01,1.519329E-01,1.230333E-01,1.500989E-01,7.420830E-02,1.098433E-01,1.020510E-01,1.351376E-01,1.376080E-01,1.341414E-01,1.201592E-01,1.255034E-01,1.186518E-01,1.299715E-01,1.581766E-01,2.149190E-01,1.927168E-01,1.078300E-01,1.304544E-01,1.728746E-01,9.948590E-02,1.092981E-01,1.262901E-01,1.046264E-01,1.324802E-01,1.391494E-01,1.103791E-01,8.343718E-02,1.228546E-01
4.517434E+02,1.521810E-01,1.582620E-01,1.777140E-01,1.202290E-01,1.197716E-01,1.321601E-01,1.792773E-01,2.053308E-01,2.400668E-01,1.336295E-01,1.754293E-01,1.517897E-01,1.228990E-01,1.494227E-01,7.365339E-02,1.089317E-01,1.017892E-01,1.351922E-01,1.367790E-01,1.335041E-01,1.198027E-01,1.247168E-01,1.180881E-01,1.288885E-01,1.575856E-01,2.140912E-01,1.923843E-01,1.076238E-01,1.299911E-01,1.722949E-01,9.916250E-02,1.088387E-01,1.258447E-01,1.040898E-01,1.318943E-01,1.385104E-01,1.101237E-01,8.244851E-02,1.225966E-01
4.522255E+02,1.515764E-01,1.572181E-01,1.773854E-01,1.204119E-01,1.189619E-01,1.316146E-01,1.782747E-01,2.053866E-01,2.393860E-01,1.331995E-01,1.752614E-01,1.516374E-01,1.227094E-01,1.488469E-01,7.334787E-02,1.083602E-01,1.015909E-01,1.353466E-01,1.360983E-01,1.328955E-01,1.194033E-01,1.239668E-01,1.175705E-01,1.279951E-01,1.568872E-01,2.134935E-01,1.918622E-01,1.074240E-01,1.295205E-01,1.715316E-01,9.873060E-02,1.085325E-01,1.253811E-01,1.033824E-01,1.314283E-01,1.380059E-01,1.099875E-01,8.147100E-02,1.223810E-01
4.527076E+02,1.511481E-01,1.566123E-01,1.773063E-01,1.207387E-01,1.183605E-01,1.314107E-01,1.776011E-01,2.057352E-01,2.390835E-01,1.330229E-01,1.754433E-01,1.515480E-01,1.225649E-01,1.485922E-01,7.332876E-02,1.082344E-01,1.015298E-01,1.356744E-01,1.357537E-01,1.324411E-01,1.190337E-01,1.234447E-01,1.172324E-01,1.274927E-01,1.562469E-01,2.133748E-01,1.913564E-01,1.073281E-01,1.291815E-01,1.707993E-01,9.830687E-02,1.084748E-01,1.250317E-01,1.026732E-01,1.312089E-01,1.377635E-01,1.099723E-01,8.064622E-02,1.222201E-01
4.531897E+02,1.510044E-01,1.565272E-01,1.774961E-01,1.211757E-01,1.181225E-01,1.315174E-01,1.774380E-01,2.063329E-01,2.393348E-01,1.331324E-01,1.760026E-01,1.515860E-01,1.225398E-01,1.487763E-01,7.356067E-02,1.084991E-01,1.016450E-01,1.361669E-01,1.358161E-01,1.322192E-01,1.187433E-01,1.232914E-01,1.171741E-01,1.275007E-01,1.558075E-01,2.137868E-01,1.910477E-01,1.074057E-01,1.290559E-01,1.702978E-01,9.797729E-02,1.086828E-01,1.248652E-01,1.021228E-01,1.313060E-01,1.377993E-01,1.100558E-01,8.009881E-02,1.221412E-01
4.536718E+02,1.511363E-01,1.568343E-01,1.778512E-01,1.216608E-01,1.182488E-01,1.317513E-01,1.777386E-01,2.069945E-01,2.400276E-01,1.334683E-01,1.768418E-01,1.517598E-01,1.226025E-01,1.493244E-01,7.393833E-02,1.089581E-01,1.019006E-01,1.367071E-01,1.361880E-01,1.322148E-01,1.185270E-01,1.235160E-01,1.173940E-01,1.279786E-01,1.556073E-01,2.145441E-01,1.909855E-01,1.076391E-01,1.291258E-01,1.701029E-01,9.773865E-02,1.090751E-01,1.248518E-01,1.017994E-01,1.316757E-01,1.380091E-01,1.101779E-01,7.988175E-02,1.221413E-01
4.541540E+02,1.514363E-01,1.572689E-01,1.781933E-01,1.221066E-01,1.185980E-01,1.318584E-01,1.782771E-01,2.074672E-01,2.408214E-01,1.339083E-01,1.777576E-01,1.520189E-01,1.226207E-01,1.500088E-01,7.431684E-02,1.093598E-01,1.022006E-01,1.371147E-01,1.366538E-01,1.323482E-01,1.183505E-01,1.240089E-01,1.178005E-01,1.287502E-01,1.555860E-01,2.153228E-01,1.910926E-01,1.079311E-01,1.293080E-01,1.701636E-01,9.751239E-02,1.095086E-01,1.248924E-01,1.016802E-01,1.321802E-01,1.382322E-01,1.102583E-01,7.997857E-02,1.221732E-01
4.546361E+02,1.517561E-01,1.575500E-01,1.783488E-01,1.224304E-01,1.189638E-01,1.316539E-01,1.787687E-01,2.075583E-01,2.413191E-01,1.343267E-01,1.785225E-01,1.522764E-01,1.224365E-01,1.505577E-01,7.455423E-02,1.094982E-01,1.024318E-01,1.372384E-01,1.369800E-01,1.325356E-01,1.181830E-01,1.246019E-01,1.182697E-01,1.295804E-01,1.556435E-01,2.158186E-01,1.912309E-01,1.081536E-01,1.295123E-01,1.703588E-01,9.720206E-02,1.098430E-01,1.248825E-01,1.016792E-01,1.326525E-01,1.383364E-01,1.102351E-01,8.032407E-02,1.221638E-01
4.551182E+02,1.519947E-01,1.575208E-01,1.782427E-01,1.225900E-01,1.191766E-01,1.311204E-01,1.790216E-01,2.072377E-01,2.412847E-01,1.346602E-01,1.789940E-01,1.524538E-01,1.219659E-01,1.507987E-01,7.456312E-02,1.093021E-01,1.025254E-01,1.370439E-01,1.370381E-01,1.327541E-01,1.180360E-01,1.251571E-01,1.187201E-01,1.302857E-01,1.557166E-01,2.158953E-01,1.912996E-01,1.082134E-01,1.296926E-01,1.705767E-01,9.676785E-02,1.100084E-01,1.247791E-01,1.017172E-01,1.329975E-01,1.382950E-01,1.101005E-01,8.084339E-02,1.220585E-01
4.556003E+02,1.521305E-01,1.571857E-01,1.779204E-01,1.226059E-01,1.191578E-01,1.304477E-01,1.790039E-01,2.066683E-01,2.407542E-01,1.349304E-01,1.791634E-01,1.524996E-01,1.212713E-01,1.507277E-01,7.433009E-02,1.088473E-01,1.024828E-01,1.366497E-01,1.368452E-01,1.330520E-01,1.179718E-01,1.256047E-01,1.191493E-01,1.307823E-01,1.558233E-01,2.156272E-01,1.913032E-01,1.080985E-01,1.298677E-01,1.707743E-01,9.627120E-02,1.100233E-01,1.246254E-01,1.017528E-01,1.332291E-01,1.381943E-01,1.099190E-01,8.147300E-02,1.218630E-01
4.560824E+02,1.522266E-01,1.567079E-01,1.775391E-01,1.225508E-01,1.189428E-01,1.299687E-01,1.788538E-01,2.061482E-01,2.400512E-01,1.352303E-01,1.791669E-01,1.523973E-01,1.205743E-01,1.505160E-01,7.392929E-02,1.083288E-01,1.023813E-01,1.362984E-01,1.365639E-01,1.335139E-01,1.180787E-01,1.259548E-01,1.196277E-01,1.311076E-01,1.560540E-01,2.152624E-01,1.913613E-01,1.078928E-01,1.300917E-01,1.709915E-01,9.587304E-02,1.099831E-01,1.245367E-01,1.017987E-01,1.334756E-01,1.381965E-01,1.098096E-01,8.216117E-02,1.216580E-01
4.565645E+02,1.523736E-01,1.563115E-01,1.772839E-01,1.225020E-01,1.186329E-01,1.299903E-01,1.787809E-01,2.059514E-01,2.396093E-01,1.356506E-01,1.791979E-01,1.521522E-01,1.201572E-01,1.503985E-01,7.348841E-02,1.079617E-01,1.023296E-01,1.362340E-01,1.364086E-01,1.341792E-01,1.184176E-01,1.262495E-01,1.202288E-01,1.313612E-01,1.565022E-01,2.150686E-01,1.916335E-01,1.077281E-01,1.303931E-01,1.712983E-01,9.575620E-02,1.099929E-01,1.246338E-01,1.018957E-01,1.338996E-01,1.384394E-01,1.098848E-01,8.285577E-02,1.215624E-01
4.570467E+02,1.526297E-01,1.561863E-01,1.772949E-01,1.224878E-01,1.183257E-01,1.306427E-01,1.789537E-01,2.061934E-01,2.397754E-01,1.362044E-01,1.794070E-01,1.517730E-01,1.202502E-01,1.505509E-01,7.315780E-02,1.079020E-01,1.024184E-01,1.365893E-01,1.365440E-01,1.349638E-01,1.189691E-01,1.264999E-01,1.209490E-01,1.316347E-01,1.571805E-01,2.152043E-01,1.922170E-01,1.077322E-01,1.307221E-01,1.717242E-01,9.603760E-02,1.101087E-01,1.249720E-01,1.020691E-01,1.346050E-01,1.389536E-01,1.101911E-01,8.347742E-02,1.216779E-01
4.575288E+02,1.529562E-01,1.563731E-01,1.775806E-01,1.224497E-01,1.180451E-01,1.317449E-01,1.793752E-01,2.067245E-01,2.405579E-01,1.367726E-01,1.797802E-01,1.512660E-01,1.208670E-01,1.509518E-01,7.303375E-02,1.081531E-01,1.026572E-01,1.372716E-01,1.369700E-01,1.356455E-01,1.196088E-01,1.266427E-01,1.216524E-01,1.319275E-01,1.579661E-01,2.155997E-01,1.930384E-01,1.079462E-01,1.309419E-01,1.721999E-01,9.666928E-02,1.102824E-01,1.254818E-01,1.022929E-01,1.355336E-01,1.396072E-01,1.106552E-01,8.392676E-02,1.220096E-01
4.580109E+02,1.532315E-01,1.567552E-01,1.780267E-01,1.222746E-01,1.177387E-01,1.328817E-01,1.798920E-01,2.072196E-01,2.416117E-01,1.371480E-01,1.801369E-01,1.506465E-01,1.217809E-01,1.513921E-01,7.311679E-02,1.085793E-01,1.029694E-01,1.380037E-01,1.375204E-01,1.359605E-01,1.201530E-01,1.265664E-01,1.221159E-01,1.321413E-01,1.586445E-01,2.160176E-01,1.938660E-01,1.083060E-01,1.309051E-01,1.725786E-01,9.744409E-02,1.103890E-01,1.259937E-01,1.024912E-01,1.364768E-01,1.401701E-01,1.111099E-01,8.411762E-02,1.224482E-01
4.584930E+02,1.533200E-01,1.571429E-01,1.784723E-01,1.218652E-01,1.173322E-01,1.335890E-01,1.802990E-01,2.073573E-01,2.424136E-01,1.371358E-01,1.802235E-01,1.499653E-01,1.226220E-01,1.516012E-01,7.332390E-02,1.089866E-01,1.032381E-01,1.384610E-01,1.379538E-01,1.357296E-01,1.204333E-01,1.261811E-01,1.221318E-01,1.321462E-01,1.590159E-01,2.162061E-01,1.944126E-01,1.086873E-01,1.305461E-01,1.727173E-01,9.808687E-02,1.103002E-01,1.263192E-01,1.025857E-01,1.371705E-01,1.404278E-01,1.113674E-01,8.402175E-02,1.228207E-01
4.589751E+02,1.531653E-01,1.574066E-01,1.788195E-01,1.212217E-01,1.168117E-01,1.336242E-01,1.804964E-01,2.070398E-01,2.426004E-01,1.366823E-01,1.798825E-01,1.493142E-01,1.230918E-01,1.514393E-01,7.354470E-02,1.092458E-01,1.033813E-01,1.384727E-01,1.381104E-01,1.349771E-01,1.203867E-01,1.255041E-01,1.216390E-01,1.318797E-01,1.590203E-01,2.160851E-01,1.945141E-01,1.089905E-01,1.299445E-01,1.725799E-01,9.841213E-02,1.099760E-01,1.263623E-01,1.025566E-01,1.374568E-01,1.403147E-01,1.113259E-01,8.369263E-02,1.229960E-01
4.594572E+02,1.528172E-01,1.575340E-01,1.790675E-01,1.204535E-01,1.162519E-01,1.330380E-01,1.805448E-01,2.064218E-01,2.421351E-01,1.358996E-01,1.791285E-01,1.488024E-01,1.230821E-01,1.509682E-01,7.369696E-02,1.093398E-01,1.033874E-01,1.380865E-01,1.379797E-01,1.339096E-01,1.200629E-01,1.246680E-01,1.207457E-01,1.313874E-01,1.587532E-01,2.157785E-01,1.942000E-01,1.091846E-01,1.292924E-01,1.722578E-01,9.839015E-02,1.094869E-01,1.261497E-01,1.024591E-01,1.373497E-01,1.399278E-01,1.110009E-01,8.324550E-02,1.229423E-01
4.599394E+02,1.524109E-01,1.576166E-01,1.792859E-01,1.197423E-01,1.157871E-01,1.321113E-01,1.806243E-01,2.058193E-01,2.412975E-01,1.350240E-01,1.781395E-01,1.485283E-01,1.226869E-01,1.504157E-01,7.375558E-02,1.093453E-01,1.033103E-01,1.375302E-01,1.376864E-01,1.328325E-01,1.195949E-01,1.238861E-01,1.196844E-01,1.308100E-01,1.584126E-01,2.155384E-01,1.936734E-01,1.093057E-01,1.288200E-01,1.719315E-01,9.813484E-02,1.089842E-01,1.258047E-01,1.024072E-01,1.370171E-01,1.394715E-01,1.105042E-01,8.281988E-02,1.227358E-01
4.604215E+02,1.520925E-01,1.577681E-01,1.795426E-01,1.192521E-01,1.155319E-01,1.311758E-01,1.809090E-01,2.055156E-01,2.404982E-01,1.343006E-01,1.771576E-01,1.485313E-01,1.221109E-01,1.500278E-01,7.375024E-02,1.093652E-01,1.032254E-01,1.370734E-01,1.374009E-01,1.320063E-01,1.191321E-01,1.233519E-01,1.186987E-01,1.303044E-01,1.581854E-01,2.155797E-01,1.931922E-01,1.094106E-01,1.286779E-01,1.717669E-01,9.781656E-02,1.086214E-01,1.254692E-01,1.025139E-01,1.366783E-01,1.391439E-01,1.099773E-01,8.251811E-02,1.225046E-01
4.609036E+02,1.519683E-01,1.580582E-01,1.798488E-01,1.190795E-01,1.155244E-01,1.304868E-01,1.814731E-01,2.056444E-01,2.401096E-01,1.339121E-01,1.764047E-01,1.487743E-01,1.215655E-01,1.499598E-01,7.374071E-02,1.094724E-01,1.031959E-01,1.369254E-01,1.372610E-01,1.315836E-01,1.188038E-01,1.231834E-01,1.179724E-01,1.299860E-01,1.581790E-01,2.159788E-01,1.929752E-01,1.095268E-01,1.288889E-01,1.718489E-01,9.758564E-02,1.085037E-01,1.252499E-01,1.028485E-01,1.365184E-01,1.390733E-01,1.095421E-01,8.238014E-02,1.223702E-01
4.613857E+02,1.520652E-01,1.584673E-01,1.801338E-01,1.192092E-01,1.156818E-01,1.301242E-01,1.822251E-01,2.061170E-01,2.403091E-01,1.339075E-01,1.760018E-01,1.491425E-01,1.211733E-01,1.501853E-01,7.378630E-02,1.096769E-01,1.032459E-01,1.371482E-01,1.373086E-01,1.315602E-01,1.186888E-01,1.233666E-01,1.175686E-01,1.298766E-01,1.583781E-01,2.166149E-01,1.931097E-01,1.096233E-01,1.293222E-01,1.721332E-01,9.750667E-02,1.086436E-01,1.251762E-01,1.033965E-01,1.366092E-01,1.392698E-01,1.092618E-01,8.236679E-02,1.223904E-01
4.618678E+02,1.523290E-01,1.589021E-01,1.802846E-01,1.195295E-01,1.158362E-01,1.299895E-01,1.829478E-01,2.066826E-01,2.410287E-01,1.341960E-01,1.759376E-01,1.494950E-01,1.209264E-01,1.505187E-01,7.391700E-02,1.099306E-01,1.033624E-01,1.376463E-01,1.374811E-01,1.318052E-01,1.188011E-01,1.237640E-01,1.174242E-01,1.299044E-01,1.586734E-01,2.172345E-01,1.935279E-01,1.096215E-01,1.297546E-01,1.724708E-01,9.754437E-02,1.089644E-01,1.251992E-01,1.040636E-01,1.368881E-01,1.396421E-01,1.091285E-01,8.238314E-02,1.225354E-01
4.623499E+02,1.526551E-01,1.592423E-01,1.802010E-01,1.198787E-01,1.157925E-01,1.298748E-01,1.833840E-01,2.070393E-01,2.420208E-01,1.345884E-01,1.760976E-01,1.497054E-01,1.207181E-01,1.506950E-01,7.412324E-02,1.101658E-01,1.035178E-01,1.382162E-01,1.376541E-01,1.321268E-01,1.191008E-01,1.241578E-01,1.173954E-01,1.299368E-01,1.589209E-01,2.175557E-01,1.940507E-01,1.094317E-01,1.299457E-01,1.726692E-01,9.759548E-02,1.093291E-01,1.252263E-01,1.046990E-01,1.371944E-01,1.400424E-01,1.090833E-01,8.231577E-02,1.227060E-01
4.628321E+02,1.529418E-01,1.594163E-01,1.798672E-01,1.201279E-01,1.154339E-01,1.295902E-01,1.833817E-01,2.070129E-01,2.430020E-01,1.348924E-01,1.763336E-01,1.497283E-01,1.204217E-01,1.505280E-01,7.435758E-02,1.103425E-01,1.037002E-01,1.386545E-01,1.377134E-01,1.323777E-01,1.195128E-01,1.243489E-01,1.173399E-01,1.298547E-01,1.590303E-01,2.174311E-01,1.944878E-01,1.090137E-01,1.297612E-01,1.726009E-01,9.755802E-02,1.096068E-01,1.251754E-01,1.051620E-01,1.373564E-01,1.403416E-01,1.090525E-01,8.209328E-02,1.227919E-01
4.633142E+02,1.531335E-01,1.594369E-01,1.793654E-01,1.202401E-01,1.147810E-01,1.290676E-01,1.829731E-01,2.066419E-01,2.438076E-01,1.350046E-01,1.765446E-01,1.496081E-01,1.199788E-01,1.500133E-01,7.455820E-02,1.104733E-01,1.039279E-01,1.388563E-01,1.376197E-01,1.325246E-01,1.199571E-01,1.242430E-01,1.171915E-01,1.296104E-01,1.590078E-01,2.169169E-01,1.947421E-01,1.084059E-01,1.292269E-01,1.722686E-01,9.739350E-02,1.097289E-01,1.250192E-01,1.053785E-01,1.372831E-01,1.404833E-01,1.089848E-01,8.172161E-02,1.227325E-01
4.637963E+02,1.532189E-01,1.593815E-01,1.788389E-01,1.202627E-01,1.139785E-01,1.283706E-01,1.823548E-01,2.061447E-01,2.444190E-01,1.349294E-01,1.766929E-01,1.494464E-01,1.194265E-01,1.493252E-01,7.466443E-02,1.106073E-01,1.042398E-01,1.388286E-01,1.374115E-01,1.326388E-01,1.203553E-01,1.238655E-01,1.169697E-01,1.292329E-01,1.589302E-01,2.162344E-01,1.948332E-01,1.077191E-01,1.285067E-01,1.717975E-01,9.713662E-02,1.096956E-01,1.247879E-01,1.053479E-01,1.369859E-01,1.404748E-01,1.088556E-01,8.127955E-02,1.225354E-01
4.642784E+02,1.532106E-01,1.593316E-01,1.784132E-01,1.202832E-01,1.132183E-01,1.276433E-01,1.817782E-01,2.057810E-01,2.449214E-01,1.347552E-01,1.767955E-01,1.493369E-01,1.188774E-01,1.487136E-01,7.464197E-02,1.107923E-01,1.046666E-01,1.386591E-01,1.371703E-01,1.328358E-01,1.206492E-01,1.233318E-01,1.167498E-01,1.287989E-01,1.588765E-01,2.156391E-01,1.948658E-01,1.070863E-01,1.278128E-01,1.713631E-01,9.686922E-02,1.095604E-01,1.245443E-01,1.051293E-01,1.365630E-01,1.403567E-01,1.086646E-01,8.087911E-02,1.222659E-01
4.647606E+02,1.531148E-01,1.593152E-01,1.781362E-01,1.203593E-01,1.126490E-01,1.270188E-01,1.814260E-01,2.057071E-01,2.453909E-01,1.345815E-01,1.768764E-01,1.493189E-01,1.184499E-01,1.483689E-01,7.448759E-02,1.110345E-01,1.052032E-01,1.384405E-01,1.369642E-01,1.331917E-01,1.208048E-01,1.227772E-01,1.165987E-01,1.283830E-01,1.588630E-01,2.152897E-01,1.949448E-01,1.066085E-01,1.273065E-01,1.710982E-01,9.666779E-02,1.093882E-01,1.243428E-01,1.047969E-01,1.361320E-01,1.401582E-01,1.084163E-01,8.061527E-02,1.220005E-01
4.652427E+02,1.529182E-01,1.592846E-01,1.779652E-01,1.204852E-01,1.123335E-01,1.265679E-01,1.813544E-01,2.059131E-01,2.458182E-01,1.344644E-01,1.769301E-01,1.493649E-01,1.182181E-01,1.483419E-01,7.423357E-02,1.112865E-01,1.057963E-01,1.382243E-01,1.368144E-01,1.336949E-01,1.208156E-01,1.223109E-01,1.165331E-01,1.280270E-01,1.588199E-01,2.151955E-01,1.951078E-01,1.063292E-01,1.270543E-01,1.710412E-01,9.657028E-02,1.092330E-01,1.242095E-01,1.044155E-01,1.357873E-01,1.398820E-01,1.081136E-01,8.053864E-02,1.217917E-01
4.657248E+02,1.526042E-01,1.591467E-01,1.777998E-01,1.205923E-01,1.122348E-01,1.262839E-01,1.814830E-01,2.062403E-01,2.461042E-01,1.343883E-01,1.769190E-01,1.494086E-01,1.181767E-01,1.485258E-01,7.393861E-02,1.114705E-01,1.063640E-01,1.380076E-01,1.366913E-01,1.342424E-01,1.207113E-01,1.219806E-01,1.165072E-01,1.277326E-01,1.586325E-01,2.152293E-01,1.952948E-01,1.062270E-01,1.270151E-01,1.711216E-01,9.656373E-02,1.091213E-01,1.241330E-01,1.040241E-01,1.355648E-01,1.395178E-01,1.077627E-01,8.063589E-02,1.216467E-01
4.662069E+02,1.521830E-01,1.588223E-01,1.775450E-01,1.205916E-01,1.122620E-01,1.261259E-01,1.816618E-01,2.064830E-01,2.461355E-01,1.342879E-01,1.768048E-01,1.493904E-01,1.182575E-01,1.487258E-01,7.368004E-02,1.115181E-01,1.068246E-01,1.377706E-01,1.365463E-01,1.346887E-01,1.205568E-01,1.217867E-01,1.164465E-01,1.274863E-01,1.582122E-01,2.152130E-01,1.953828E-01,1.062406E-01,1.270832E-01,1.712037E-01,9.660906E-02,1.090666E-01,1.240834E-01,1.036511E-01,1.354580E-01,1.390782E-01,1.073874E-01,8.084758E-02,1.215405E-01
4.666890E+02,1.517146E-01,1.583084E-01,1.771637E-01,1.204281E-01,1.123268E-01,1.260754E-01,1.817531E-01,2.065066E-01,2.458831E-01,1.340912E-01,1.765823E-01,1.492958E-01,1.183689E-01,1.487661E-01,7.353492E-02,1.114080E-01,1.071285E-01,1.375223E-01,1.363491E-01,1.349069E-01,1.204371E-01,1.217060E-01,1.162945E-01,1.272884E-01,1.575696E-01,2.150126E-01,1.952497E-01,1.063012E-01,1.271465E-01,1.711515E-01,9.667015E-02,1.090752E-01,1.240320E-01,1.033299E-01,1.354449E-01,1.386233E-01,1.070376E-01,8.108973E-02,1.214422E-01
4.671711E+02,1.512928E-01,1.576937E-01,1.767026E-01,1.201186E-01,1.123941E-01,1.261651E-01,1.817075E-01,2.063315E-01,2.454545E-01,1.337711E-01,1.762959E-01,1.491615E-01,1.184501E-01,1.485951E-01,7.355125E-02,1.111810E-01,1.072778E-01,1.373213E-01,1.361116E-01,1.348552E-01,1.204164E-01,1.217167E-01,1.160573E-01,1.271636E-01,1.568299E-01,2.146123E-01,1.948551E-01,1.063680E-01,1.271472E-01,1.709010E-01,9.673924E-02,1.091505E-01,1.239690E-01,1.031026E-01,1.355145E-01,1.382465E-01,1.067736E-01,8.129085E-02,1.213456E-01
4.676533E+02,1.510114E-01,1.571270E-01,1.762583E-01,1.197387E-01,1.124829E-01,1.264641E-01,1.815584E-01,2.061035E-01,2.450676E-01,1.333577E-01,1.760190E-01,1.490479E-01,1.184844E-01,1.482993E-01,7.373136E-02,1.109144E-01,1.073121E-01,1.372591E-01,1.358780E-01,1.345795E-01,1.205103E-01,1.218043E-01,1.158028E-01,1.271507E-01,1.561925E-01,2.140969E-01,1.942633E-01,1.064289E-01,1.270885E-01,1.704759E-01,9.682872E-02,1.092811E-01,1.238976E-01,1.030147E-01,1.356689E-01,1.380383E-01,1.066457E-01,8.140474E-02,1.212705E-01
4.681354E+02,1.509072E-01,1.567376E-01,1.759200E-01,1.193772E-01,1.126301E-01,1.270158E-01,1.813781E-01,2.059946E-01,2.449365E-01,1.329172E-01,1.758019E-01,1.489863E-01,1.184907E-01,1.480434E-01,7.402598E-02,1.106778E-01,1.072783E-01,1.374033E-01,1.356896E-01,1.341784E-01,1.206642E-01,1.219478E-01,1.156246E-01,1.272682E-01,1.558322E-01,2.135885E-01,1.936192E-01,1.064883E-01,1.270172E-01,1.699658E-01,9.694319E-02,1.094270E-01,1.238232E-01,1.030905E-01,1.359040E-01,1.380305E-01,1.066630E-01,8.141681E-02,1.212474E-01
4.686175E+02,1.509377E-01,1.565645E-01,1.757156E-01,1.190787E-01,1.128428E-01,1.277839E-01,1.812081E-01,2.060782E-01,2.451463E-01,1.325088E-01,1.756293E-01,1.489510E-01,1.184924E-01,1.479564E-01,7.435372E-02,1.104922E-01,1.071980E-01,1.377470E-01,1.355509E-01,1.337399E-01,1.207765E-01,1.221107E-01,1.155812E-01,1.274917E-01,1.558117E-01,2.131651E-01,1.930704E-01,1.065452E-01,1.269807E-01,1.694708E-01,9.705579E-02,1.095231E-01,1.237417E-01,1.033172E-01,1.361887E-01,1.381748E-01,1.067873E-01,8.133648E-02,1.212897E-01
4.690996E+02,1.509884E-01,1.565428E-01,1.756113E-01,1.188246E-01,1.130742E-01,1.286312E-01,1.810338E-01,2.062872E-01,2.456208E-01,1.321585E-01,1.754174E-01,1.488635E-01,1.184934E-01,1.480691E-01,7.462300E-02,1.103291E-01,1.070624E-01,1.381938E-01,1.354253E-01,1.333134E-01,1.207308E-01,1.222357E-01,1.156710E-01,1.277530E-01,1.560636E-01,2.128377E-01,1.927210E-01,1.065837E-01,1.270035E-01,1.690698E-01,9.710380E-02,1.094912E-01,1.236423E-01,1.036436E-01,1.364563E-01,1.383581E-01,1.069482E-01,8.119278E-02,1.213775E-01
4.695817E+02,1.509299E-01,1.565393E-01,1.755412E-01,1.185512E-01,1.132366E-01,1.293600E-01,1.808046E-01,2.064446E-01,2.461586E-01,1.318533E-01,1.750543E-01,1.486383E-01,1.184776E-01,1.482934E-01,7.476762E-02,1.101347E-01,1.068442E-01,1.385922E-01,1.352583E-01,1.329031E-01,1.204484E-01,1.222654E-01,1.158253E-01,1.279693E-01,1.564267E-01,2.125725E-01,1.925958E-01,1.065799E-01,1.270820E-01,1.688061E-01,9.701730E-02,1.092767E-01,1.235224E-01,1.039981E-01,1.366246E-01,1.384587E-01,1.070795E-01,8.103111E-02,1.214664E-01
4.700638E+02,1.506848E-01,1.564326E-01,1.754669E-01,1.182045E-01,1.132533E-01,1.297985E-01,1.804906E-01,2.063803E-01,2.465600E-01,1.315655E-01,1.744706E-01,1.482399E-01,1.184339E-01,1.484894E-01,7.477128E-02,1.098784E-01,1.065295E-01,1.388097E-01,1.350196E-01,1.324984E-01,1.199258E-01,1.221774E-01,1.159514E-01,1.280888E-01,1.567351E-01,2.123517E-01,1.926567E-01,1.065256E-01,1.272040E-01,1.687010E-01,9.676892E-02,1.088819E-01,1.234049E-01,1.043216E-01,1.366382E-01,1.384136E-01,1.071591E-01,8.091380E-02,1.215171E-01
